RecordNo,Województwo,Area,Company,Recommendation,Score,Wiek,Wykształcenie,Funkcja,detrac,neutral,promotor,total
1567,podkarpackie,5-25 Ha,Sliwki,9,Promotor,30-39,Średnie ogólne,Właściciel,0,0,1,1
1567,podkarpackie,5-25 Ha,Gruszki,5,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1567,podkarpackie,5-25 Ha,Wisnie,6,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1567,podkarpackie,5-25 Ha,Borowki,8,Neutral,30-39,Średnie ogólne,Właściciel,0,1,0,1
1567,podkarpackie,5-25 Ha,Porzeczki,9,Promotor,30-39,Średnie ogólne,Właściciel,0,0,1,1
1567,podkarpackie,5-25 Ha,Maliny,2,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1567,podkarpackie,5-25 Ha,Aronia,3,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1567,podkarpackie,5-25 Ha,Jagody,6,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1575,podkarpackie,Więcej niż 250 Ha,Jablka,10,Promotor,40-49,Średnie ogólne,Dyrektor / wicedyrektor,0,0,1,1
1575,podkarpackie,Więcej niż 250 Ha,Truskawki,4,Detractor,40-49,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1575,podkarpackie,Więcej niż 250 Ha,Sliwki,4,Detractor,40-49,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1575,podkarpackie,Więcej niż 250 Ha,Gruszki,3,Detractor,40-49,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1575,podkarpackie,Więcej niż 250 Ha,Wisnie,7,Neutral,40-49,Średnie ogólne,Dyrektor / wicedyrektor,0,1,0,1
1575,podkarpackie,Więcej niż 250 Ha,Borowki,5,Detractor,40-49,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1575,podkarpackie,Więcej niż 250 Ha,Porzeczki,3,Detractor,40-49,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1575,podkarpackie,Więcej niż 250 Ha,Maliny,NA,NA,40-49,Średnie ogólne,Dyrektor / wicedyrektor,NA,NA,NA,1
1575,podkarpackie,Więcej niż 250 Ha,Aronia,7,Neutral,40-49,Średnie ogólne,Dyrektor / wicedyrektor,0,1,0,1
1575,podkarpackie,Więcej niż 250 Ha,Jagody,3,Detractor,40-49,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1578,podkarpackie,Więcej niż 250 Ha,Jablka,8,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
1578,podkarpackie,Więcej niż 250 Ha,Truskawki,10,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1578,podkarpackie,Więcej niż 250 Ha,Sliwki,4,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1578,podkarpackie,Więcej niż 250 Ha,Gruszki,2,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1578,podkarpackie,Więcej niż 250 Ha,Wisnie,NA,NA,50+,Średnie ogólne,Właściciel,NA,NA,NA,1
1578,podkarpackie,Więcej niż 250 Ha,Borowki,3,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1578,podkarpackie,Więcej niż 250 Ha,Porzeczki,6,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1578,podkarpackie,Więcej niż 250 Ha,Maliny,NA,NA,50+,Średnie ogólne,Właściciel,NA,NA,NA,1
1578,podkarpackie,Więcej niż 250 Ha,Aronia,9,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1578,podkarpackie,Więcej niż 250 Ha,Jagody,4,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1581,podkarpackie,100-250 Ha,Jablka,10,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1581,podkarpackie,100-250 Ha,Truskawki,7,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
1581,podkarpackie,100-250 Ha,Sliwki,2,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1581,podkarpackie,100-250 Ha,Gruszki,9,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1581,podkarpackie,100-250 Ha,Wisnie,10,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1581,podkarpackie,100-250 Ha,Borowki,9,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1581,podkarpackie,100-250 Ha,Porzeczki,10,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1581,podkarpackie,100-250 Ha,Maliny,9,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1581,podkarpackie,100-250 Ha,Aronia,3,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1581,podkarpackie,100-250 Ha,Jagody,5,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1588,podlaskie,5-25 Ha,Jablka,9,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1588,podlaskie,5-25 Ha,Truskawki,4,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1588,podlaskie,5-25 Ha,Sliwki,4,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1588,podlaskie,5-25 Ha,Gruszki,2,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1588,podlaskie,5-25 Ha,Wisnie,9,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1588,podlaskie,5-25 Ha,Borowki,3,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1588,podlaskie,5-25 Ha,Porzeczki,9,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1588,podlaskie,5-25 Ha,Maliny,5,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1588,podlaskie,5-25 Ha,Aronia,NA,NA,30-39,Średnie ogólne,Agronom – ekspert,NA,NA,NA,1
1588,podlaskie,5-25 Ha,Jagody,8,Neutral,30-39,Średnie ogólne,Agronom – ekspert,0,1,0,1
1591,podlaskie,50-100 Ha,Jablka,6,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1591,podlaskie,50-100 Ha,Truskawki,10,Promotor,30-39,Średnie ogólne,Właściciel,0,0,1,1
1591,podlaskie,50-100 Ha,Sliwki,5,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1591,podlaskie,50-100 Ha,Gruszki,9,Promotor,30-39,Średnie ogólne,Właściciel,0,0,1,1
1591,podlaskie,50-100 Ha,Wisnie,1,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1591,podlaskie,50-100 Ha,Borowki,6,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1591,podlaskie,50-100 Ha,Porzeczki,9,Promotor,30-39,Średnie ogólne,Właściciel,0,0,1,1
1591,podlaskie,50-100 Ha,Maliny,8,Neutral,30-39,Średnie ogólne,Właściciel,0,1,0,1
1591,podlaskie,50-100 Ha,Aronia,6,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1591,podlaskie,50-100 Ha,Jagody,3,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1599,podlaskie,NA,Jablka,2,Detractor,30-39,Średnie ogólne,???,1,0,0,1
1599,podlaskie,NA,Truskawki,1,Detractor,30-39,Średnie ogólne,???,1,0,0,1
1599,podlaskie,NA,Sliwki,1,Detractor,30-39,Średnie ogólne,???,1,0,0,1
1599,podlaskie,NA,Gruszki,9,Promotor,30-39,Średnie ogólne,???,0,0,1,1
1599,podlaskie,NA,Wisnie,7,Neutral,30-39,Średnie ogólne,???,0,1,0,1
1599,podlaskie,NA,Borowki,9,Promotor,30-39,Średnie ogólne,???,0,0,1,1
1599,podlaskie,NA,Porzeczki,9,Promotor,30-39,Średnie ogólne,???,0,0,1,1
1599,podlaskie,NA,Maliny,9,Promotor,30-39,Średnie ogólne,???,0,0,1,1
1599,podlaskie,NA,Aronia,7,Neutral,30-39,Średnie ogólne,???,0,1,0,1
1599,podlaskie,NA,Jagody,1,Detractor,30-39,Średnie ogólne,???,1,0,0,1
1605,podlaskie,50-100 Ha,Jablka,9,Promotor,50+,Średnie ogólne,Agronom – ekspert,0,0,1,1
1605,podlaskie,50-100 Ha,Truskawki,3,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1605,podlaskie,50-100 Ha,Sliwki,6,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1605,podlaskie,50-100 Ha,Gruszki,8,Neutral,50+,Średnie ogólne,Agronom – ekspert,0,1,0,1
1605,podlaskie,50-100 Ha,Wisnie,10,Promotor,50+,Średnie ogólne,Agronom – ekspert,0,0,1,1
1605,podlaskie,50-100 Ha,Borowki,7,Neutral,50+,Średnie ogólne,Agronom – ekspert,0,1,0,1
1605,podlaskie,50-100 Ha,Porzeczki,9,Promotor,50+,Średnie ogólne,Agronom – ekspert,0,0,1,1
1605,podlaskie,50-100 Ha,Maliny,4,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1605,podlaskie,50-100 Ha,Aronia,NA,NA,50+,Średnie ogólne,Agronom – ekspert,NA,NA,NA,1
1605,podlaskie,50-100 Ha,Jagody,1,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1634,pomorskie,5-25 Ha,Jablka,6,Detractor,<30,Średnie ogólne,Agronom – ekspert,1,0,0,1
1634,pomorskie,5-25 Ha,Truskawki,8,Neutral,<30,Średnie ogólne,Agronom – ekspert,0,1,0,1
1634,pomorskie,5-25 Ha,Sliwki,8,Neutral,<30,Średnie ogólne,Agronom – ekspert,0,1,0,1
1634,pomorskie,5-25 Ha,Gruszki,8,Neutral,<30,Średnie ogólne,Agronom – ekspert,0,1,0,1
1634,pomorskie,5-25 Ha,Wisnie,8,Neutral,<30,Średnie ogólne,Agronom – ekspert,0,1,0,1
1634,pomorskie,5-25 Ha,Borowki,9,Promotor,<30,Średnie ogólne,Agronom – ekspert,0,0,1,1
1634,pomorskie,5-25 Ha,Porzeczki,9,Promotor,<30,Średnie ogólne,Agronom – ekspert,0,0,1,1
1634,pomorskie,5-25 Ha,Maliny,9,Promotor,<30,Średnie ogólne,Agronom – ekspert,0,0,1,1
1634,pomorskie,5-25 Ha,Aronia,4,Detractor,<30,Średnie ogólne,Agronom – ekspert,1,0,0,1
1634,pomorskie,5-25 Ha,Jagody,7,Neutral,<30,Średnie ogólne,Agronom – ekspert,0,1,0,1
1638,pomorskie,NA,Jablka,4,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1638,pomorskie,NA,Truskawki,3,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1638,pomorskie,NA,Sliwki,4,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1638,pomorskie,NA,Gruszki,1,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1638,pomorskie,NA,Wisnie,1,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1638,pomorskie,NA,Borowki,6,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1638,pomorskie,NA,Porzeczki,7,Neutral,30-39,Średnie ogólne,Właściciel,0,1,0,1
1638,pomorskie,NA,Maliny,5,Detractor,30-39,Średnie ogólne,Właściciel,1,0,0,1
1638,pomorskie,NA,Aronia,10,Promotor,30-39,Średnie ogólne,Właściciel,0,0,1,1
1638,pomorskie,NA,Jagody,10,Promotor,30-39,Średnie ogólne,Właściciel,0,0,1,1
1653,pomorskie,25-50 Ha,Jablka,10,Promotor,50+,Średnie techniczne,Właściciel,0,0,1,1
1653,pomorskie,25-50 Ha,Truskawki,6,Detractor,50+,Średnie techniczne,Właściciel,1,0,0,1
1653,pomorskie,25-50 Ha,Sliwki,9,Promotor,50+,Średnie techniczne,Właściciel,0,0,1,1
1653,pomorskie,25-50 Ha,Gruszki,6,Detractor,50+,Średnie techniczne,Właściciel,1,0,0,1
1653,pomorskie,25-50 Ha,Wisnie,8,Neutral,50+,Średnie techniczne,Właściciel,0,1,0,1
1653,pomorskie,25-50 Ha,Borowki,7,Neutral,50+,Średnie techniczne,Właściciel,0,1,0,1
1653,pomorskie,25-50 Ha,Porzeczki,9,Promotor,50+,Średnie techniczne,Właściciel,0,0,1,1
1653,pomorskie,25-50 Ha,Maliny,6,Detractor,50+,Średnie techniczne,Właściciel,1,0,0,1
1653,pomorskie,25-50 Ha,Aronia,8,Neutral,50+,Średnie techniczne,Właściciel,0,1,0,1
1653,pomorskie,25-50 Ha,Jagody,4,Detractor,50+,Średnie techniczne,Właściciel,1,0,0,1
1666,śląskie,25-50 Ha,Jablka,9,Promotor,50+,Średnie ogólne,Agronom – ekspert,0,0,1,1
1666,śląskie,25-50 Ha,Truskawki,3,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1666,śląskie,25-50 Ha,Sliwki,8,Neutral,50+,Średnie ogólne,Agronom – ekspert,0,1,0,1
1666,śląskie,25-50 Ha,Gruszki,7,Neutral,50+,Średnie ogólne,Agronom – ekspert,0,1,0,1
1666,śląskie,25-50 Ha,Wisnie,3,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1666,śląskie,25-50 Ha,Borowki,2,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1666,śląskie,25-50 Ha,Porzeczki,5,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1666,śląskie,25-50 Ha,Maliny,7,Neutral,50+,Średnie ogólne,Agronom – ekspert,0,1,0,1
1666,śląskie,25-50 Ha,Aronia,6,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1666,śląskie,25-50 Ha,Jagody,1,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1672,świętokrzyskie,Więcej niż 250 Ha,Jablka,10,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1672,świętokrzyskie,Więcej niż 250 Ha,Truskawki,8,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
1672,świętokrzyskie,Więcej niż 250 Ha,Sliwki,1,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1672,świętokrzyskie,Więcej niż 250 Ha,Gruszki,4,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1672,świętokrzyskie,Więcej niż 250 Ha,Wisnie,8,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
1672,świętokrzyskie,Więcej niż 250 Ha,Borowki,10,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
1672,świętokrzyskie,Więcej niż 250 Ha,Porzeczki,8,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
1672,świętokrzyskie,Więcej niż 250 Ha,Maliny,3,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1672,świętokrzyskie,Więcej niż 250 Ha,Aronia,8,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
1672,świętokrzyskie,Więcej niż 250 Ha,Jagody,1,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
1694,świętokrzyskie,Więcej niż 250 Ha,Jablka,9,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1694,świętokrzyskie,Więcej niż 250 Ha,Truskawki,7,Neutral,30-39,Średnie ogólne,Agronom – ekspert,0,1,0,1
1694,świętokrzyskie,Więcej niż 250 Ha,Sliwki,4,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1694,świętokrzyskie,Więcej niż 250 Ha,Gruszki,4,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1694,świętokrzyskie,Więcej niż 250 Ha,Wisnie,2,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1694,świętokrzyskie,Więcej niż 250 Ha,Borowki,9,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1694,świętokrzyskie,Więcej niż 250 Ha,Porzeczki,9,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1694,świętokrzyskie,Więcej niż 250 Ha,Maliny,10,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1694,świętokrzyskie,Więcej niż 250 Ha,Aronia,9,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1694,świętokrzyskie,Więcej niż 250 Ha,Jagody,6,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1705,warmińsko-mazurskie,25-50 Ha,Jablka,9,Promotor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,0,0,1,1
1705,warmińsko-mazurskie,25-50 Ha,Truskawki,2,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1705,warmińsko-mazurskie,25-50 Ha,Sliwki,8,Neutral,30-39,Średnie ogólne,Dyrektor / wicedyrektor,0,1,0,1
1705,warmińsko-mazurskie,25-50 Ha,Gruszki,5,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1705,warmińsko-mazurskie,25-50 Ha,Wisnie,6,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1705,warmińsko-mazurskie,25-50 Ha,Borowki,1,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1705,warmińsko-mazurskie,25-50 Ha,Porzeczki,7,Neutral,30-39,Średnie ogólne,Dyrektor / wicedyrektor,0,1,0,1
1705,warmińsko-mazurskie,25-50 Ha,Maliny,5,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1705,warmińsko-mazurskie,25-50 Ha,Aronia,1,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1705,warmińsko-mazurskie,25-50 Ha,Jagody,6,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
1710,warmińsko-mazurskie,50-100 Ha,Jablka,4,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1710,warmińsko-mazurskie,50-100 Ha,Truskawki,9,Promotor,50+,Średnie ogólne,Agronom – ekspert,0,0,1,1
1710,warmińsko-mazurskie,50-100 Ha,Sliwki,8,Neutral,50+,Średnie ogólne,Agronom – ekspert,0,1,0,1
1710,warmińsko-mazurskie,50-100 Ha,Gruszki,2,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1710,warmińsko-mazurskie,50-100 Ha,Wisnie,9,Promotor,50+,Średnie ogólne,Agronom – ekspert,0,0,1,1
1710,warmińsko-mazurskie,50-100 Ha,Borowki,9,Promotor,50+,Średnie ogólne,Agronom – ekspert,0,0,1,1
1710,warmińsko-mazurskie,50-100 Ha,Porzeczki,9,Promotor,50+,Średnie ogólne,Agronom – ekspert,0,0,1,1
1710,warmińsko-mazurskie,50-100 Ha,Maliny,7,Neutral,50+,Średnie ogólne,Agronom – ekspert,0,1,0,1
1710,warmińsko-mazurskie,50-100 Ha,Aronia,7,Neutral,50+,Średnie ogólne,Agronom – ekspert,0,1,0,1
1710,warmińsko-mazurskie,50-100 Ha,Jagody,1,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
1712,warmińsko-mazurskie,5-25 Ha,Jablka,9,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1712,warmińsko-mazurskie,5-25 Ha,Truskawki,8,Neutral,30-39,Średnie ogólne,Agronom – ekspert,0,1,0,1
1712,warmińsko-mazurskie,5-25 Ha,Sliwki,8,Neutral,30-39,Średnie ogólne,Agronom – ekspert,0,1,0,1
1712,warmińsko-mazurskie,5-25 Ha,Gruszki,5,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1712,warmińsko-mazurskie,5-25 Ha,Wisnie,8,Neutral,30-39,Średnie ogólne,Agronom – ekspert,0,1,0,1
1712,warmińsko-mazurskie,5-25 Ha,Borowki,10,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1712,warmińsko-mazurskie,5-25 Ha,Porzeczki,4,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1712,warmińsko-mazurskie,5-25 Ha,Maliny,2,Detractor,30-39,Średnie ogólne,Agronom – ekspert,1,0,0,1
1712,warmińsko-mazurskie,5-25 Ha,Aronia,NA,NA,30-39,Średnie ogólne,Agronom – ekspert,NA,NA,NA,1
1712,warmińsko-mazurskie,5-25 Ha,Jagody,9,Promotor,30-39,Średnie ogólne,Agronom – ekspert,0,0,1,1
1719,wielkopolskie,Więcej niż 250 Ha,Jablka,9,Promotor,<30,Średnie ogólne,???,0,0,1,1
1719,wielkopolskie,Więcej niż 250 Ha,Truskawki,7,Neutral,<30,Średnie ogólne,???,0,1,0,1
1719,wielkopolskie,Więcej niż 250 Ha,Sliwki,3,Detractor,<30,Średnie ogólne,???,1,0,0,1
1719,wielkopolskie,Więcej niż 250 Ha,Gruszki,3,Detractor,<30,Średnie ogólne,???,1,0,0,1
1719,wielkopolskie,Więcej niż 250 Ha,Wisnie,4,Detractor,<30,Średnie ogólne,???,1,0,0,1
1719,wielkopolskie,Więcej niż 250 Ha,Borowki,2,Detractor,<30,Średnie ogólne,???,1,0,0,1
1719,wielkopolskie,Więcej niż 250 Ha,Porzeczki,7,Neutral,<30,Średnie ogólne,???,0,1,0,1
1719,wielkopolskie,Więcej niż 250 Ha,Maliny,8,Neutral,<30,Średnie ogólne,???,0,1,0,1
1719,wielkopolskie,Więcej niż 250 Ha,Aronia,NA,NA,<30,Średnie ogólne,???,NA,NA,NA,1
1719,wielkopolskie,Więcej niż 250 Ha,Jagody,5,Detractor,<30,Średnie ogólne,???,1,0,0,1
1739,wielkopolskie,NA,Jablka,1,Detractor,<30,Średnie ogólne,Główny agronom,1,0,0,1
1739,wielkopolskie,NA,Truskawki,6,Detractor,<30,Średnie ogólne,Główny agronom,1,0,0,1
1739,wielkopolskie,NA,Sliwki,NA,NA,<30,Średnie ogólne,Główny agronom,NA,NA,NA,1
1739,wielkopolskie,NA,Gruszki,NA,NA,<30,Średnie ogólne,Główny agronom,NA,NA,NA,1
1739,wielkopolskie,NA,Wisnie,7,Neutral,<30,Średnie ogólne,Główny agronom,0,1,0,1
1739,wielkopolskie,NA,Borowki,9,Promotor,<30,Średnie ogólne,Główny agronom,0,0,1,1
1739,wielkopolskie,NA,Porzeczki,4,Detractor,<30,Średnie ogólne,Główny agronom,1,0,0,1
1739,wielkopolskie,NA,Maliny,9,Promotor,<30,Średnie ogólne,Główny agronom,0,0,1,1
1739,wielkopolskie,NA,Aronia,8,Neutral,<30,Średnie ogólne,Główny agronom,0,1,0,1
1739,wielkopolskie,NA,Jagody,5,Detractor,<30,Średnie ogólne,Główny agronom,1,0,0,1
1740,wielkopolskie,100-250 Ha,Jablka,10,Promotor,40-49,Średnie ogólne,Główny agronom,0,0,1,1
1740,wielkopolskie,100-250 Ha,Truskawki,6,Detractor,40-49,Średnie ogólne,Główny agronom,1,0,0,1
1740,wielkopolskie,100-250 Ha,Sliwki,1,Detractor,40-49,Średnie ogólne,Główny agronom,1,0,0,1
1740,wielkopolskie,100-250 Ha,Gruszki,1,Detractor,40-49,Średnie ogólne,Główny agronom,1,0,0,1
1740,wielkopolskie,100-250 Ha,Wisnie,4,Detractor,40-49,Średnie ogólne,Główny agronom,1,0,0,1
1740,wielkopolskie,100-250 Ha,Borowki,3,Detractor,40-49,Średnie ogólne,Główny agronom,1,0,0,1
1740,wielkopolskie,100-250 Ha,Porzeczki,7,Neutral,40-49,Średnie ogólne,Główny agronom,0,1,0,1
1740,wielkopolskie,100-250 Ha,Maliny,5,Detractor,40-49,Średnie ogólne,Główny agronom,1,0,0,1
1740,wielkopolskie,100-250 Ha,Aronia,10,Promotor,40-49,Średnie ogólne,Główny agronom,0,0,1,1
1740,wielkopolskie,100-250 Ha,Jagody,1,Detractor,40-49,Średnie ogólne,Główny agronom,1,0,0,1
1752,wielkopolskie,Więcej niż 250 Ha,Jablka,10,Promotor,40-49,Średnie ogólne,Agronom – ekspert,0,0,1,1
1752,wielkopolskie,Więcej niż 250 Ha,Truskawki,9,Promotor,40-49,Średnie ogólne,Agronom – ekspert,0,0,1,1
1752,wielkopolskie,Więcej niż 250 Ha,Sliwki,6,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
1752,wielkopolskie,Więcej niż 250 Ha,Gruszki,5,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
1752,wielkopolskie,Więcej niż 250 Ha,Wisnie,6,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
1752,wielkopolskie,Więcej niż 250 Ha,Borowki,7,Neutral,40-49,Średnie ogólne,Agronom – ekspert,0,1,0,1
1752,wielkopolskie,Więcej niż 250 Ha,Porzeczki,5,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
1752,wielkopolskie,Więcej niż 250 Ha,Maliny,1,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
1752,wielkopolskie,Więcej niż 250 Ha,Aronia,2,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
1752,wielkopolskie,Więcej niż 250 Ha,Jagody,5,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
1777,wielkopolskie,Więcej niż 250 Ha,Jablka,10,Promotor,30-39,Średnie ogólne,Główny agronom,0,0,1,1
1777,wielkopolskie,Więcej niż 250 Ha,Truskawki,10,Promotor,30-39,Średnie ogólne,Główny agronom,0,0,1,1
1777,wielkopolskie,Więcej niż 250 Ha,Sliwki,3,Detractor,30-39,Średnie ogólne,Główny agronom,1,0,0,1
1777,wielkopolskie,Więcej niż 250 Ha,Gruszki,6,Detractor,30-39,Średnie ogólne,Główny agronom,1,0,0,1
1777,wielkopolskie,Więcej niż 250 Ha,Wisnie,5,Detractor,30-39,Średnie ogólne,Główny agronom,1,0,0,1
1777,wielkopolskie,Więcej niż 250 Ha,Borowki,9,Promotor,30-39,Średnie ogólne,Główny agronom,0,0,1,1
1777,wielkopolskie,Więcej niż 250 Ha,Porzeczki,6,Detractor,30-39,Średnie ogólne,Główny agronom,1,0,0,1
1777,wielkopolskie,Więcej niż 250 Ha,Maliny,6,Detractor,30-39,Średnie ogólne,Główny agronom,1,0,0,1
1777,wielkopolskie,Więcej niż 250 Ha,Aronia,9,Promotor,30-39,Średnie ogólne,Główny agronom,0,0,1,1
1777,wielkopolskie,Więcej niż 250 Ha,Jagody,6,Detractor,30-39,Średnie ogólne,Główny agronom,1,0,0,1
1792,wielkopolskie,Więcej niż 250 Ha,Jablka,7,Neutral,<30,Wyższe,???,0,1,0,1
1792,wielkopolskie,Więcej niż 250 Ha,Truskawki,7,Neutral,<30,Wyższe,???,0,1,0,1
1792,wielkopolskie,Więcej niż 250 Ha,Sliwki,10,Promotor,<30,Wyższe,???,0,0,1,1
1792,wielkopolskie,Więcej niż 250 Ha,Gruszki,7,Neutral,<30,Wyższe,???,0,1,0,1
1792,wielkopolskie,Więcej niż 250 Ha,Wisnie,10,Promotor,<30,Wyższe,???,0,0,1,1
1792,wielkopolskie,Więcej niż 250 Ha,Borowki,10,Promotor,<30,Wyższe,???,0,0,1,1
1792,wielkopolskie,Więcej niż 250 Ha,Porzeczki,8,Neutral,<30,Wyższe,???,0,1,0,1
1792,wielkopolskie,Więcej niż 250 Ha,Maliny,NA,NA,<30,Wyższe,???,NA,NA,NA,1
1792,wielkopolskie,Więcej niż 250 Ha,Aronia,4,Detractor,<30,Wyższe,???,1,0,0,1
1792,wielkopolskie,Więcej niż 250 Ha,Jagody,2,Detractor,<30,Wyższe,???,1,0,0,1
1851,wielkopolskie,Więcej niż 250 Ha,Jablka,10,Promotor,50+,Średnie ogólne,???,0,0,1,1
